nucls_slide_name,case_id_nucls,section,section_type_nucls,section_number_nucls,section_key,file_id,file_name,file_size_MB,full_path,file_id_norm,slide_barcode,case_id,sample_vial,sample_type_code,section_type,section_number
TCGA-A2-A0YE-DX1,TCGA-A2-A0YE,DX1,DX,1,TCGA-A2-A0YE-DX-1,b49b4c3d-90b8-4ea8-8c8a-9d25471a01fe,TCGA-A2-A0YE-01Z-00-DX1.8A2E3094-5755-42BC-969D-7F0A2ECA0F39.svs,1316.62,b49b4c3d-90b8-4ea8-8c8a-9d25471a01fe/TCGA-A2-A0YE-01Z-00-DX1.8A2E3094-5755-42BC-969D-7F0A2ECA0F39.svs,b49b4c3d-90b8-4ea8-8c8a-9d25471a01fe,TCGA-A2-A0YE-01Z-00-DX1,TCGA-A2-A0YE,TCGA-A2-A0YE-01Z,01,DX,1
TCGA-A2-A0YM-DX1,TCGA-A2-A0YM,DX1,DX,1,TCGA-A2-A0YM-DX-1,52f4cb6c-d5b2-4e12-b664-22e85c4ad780,TCGA-A2-A0YM-01Z-00-DX1.A48B4C96-2CC5-464C-98B7-F0F92AE56533.svs,823.07,52f4cb6c-d5b2-4e12-b664-22e85c4ad780/TCGA-A2-A0YM-01Z-00-DX1.A48B4C96-2CC5-464C-98B7-F0F92AE56533.svs,52f4cb6c-d5b2-4e12-b664-22e85c4ad780,TCGA-A2-A0YM-01Z-00-DX1,TCGA-A2-A0YM,TCGA-A2-A0YM-01Z,01,DX,1
TCGA-A2-A1G6-DX1,TCGA-A2-A1G6,DX1,DX,1,TCGA-A2-A1G6-DX-1,da475c4a-9172-47e4-b307-56d73dc6de12,TCGA-A2-A1G6-01Z-00-DX1.BCC3EC46-CEBF-4B37-BCF0-266D18170B54.svs,1103.38,da475c4a-9172-47e4-b307-56d73dc6de12/TCGA-A2-A1G6-01Z-00-DX1.BCC3EC46-CEBF-4B37-BCF0-266D18170B54.svs,da475c4a-9172-47e4-b307-56d73dc6de12,TCGA-A2-A1G6-01Z-00-DX1,TCGA-A2-A1G6,TCGA-A2-A1G6-01Z,01,DX,1
TCGA-A2-A3XS-DX1,TCGA-A2-A3XS,DX1,DX,1,TCGA-A2-A3XS-DX-1,d7b22b47-dd32-47d0-ad5d-b7271feda28c,TCGA-A2-A3XS-01Z-00-DX1.867925C0-91D8-40A0-9FEA-25A635AC31E7.svs,488.4,d7b22b47-dd32-47d0-ad5d-b7271feda28c/TCGA-A2-A3XS-01Z-00-DX1.867925C0-91D8-40A0-9FEA-25A635AC31E7.svs,d7b22b47-dd32-47d0-ad5d-b7271feda28c,TCGA-A2-A3XS-01Z-00-DX1,TCGA-A2-A3XS,TCGA-A2-A3XS-01Z,01,DX,1
TCGA-A2-A3XT-DX1,TCGA-A2-A3XT,DX1,DX,1,TCGA-A2-A3XT-DX-1,006984cf-35fc-4bc3-a0db-7f5b68de4a6e,TCGA-A2-A3XT-01Z-00-DX1.336D6C78-576A-481B-8C83-F3A0FC4B182C.svs,1277.81,006984cf-35fc-4bc3-a0db-7f5b68de4a6e/TCGA-A2-A3XT-01Z-00-DX1.336D6C78-576A-481B-8C83-F3A0FC4B182C.svs,006984cf-35fc-4bc3-a0db-7f5b68de4a6e,TCGA-A2-A3XT-01Z-00-DX1,TCGA-A2-A3XT,TCGA-A2-A3XT-01Z,01,DX,1
TCGA-A2-A3XU-DX1,TCGA-A2-A3XU,DX1,DX,1,TCGA-A2-A3XU-DX-1,87e7cf96-5ab5-4f26-b839-25cd31607c9c,TCGA-A2-A3XU-01Z-00-DX1.174A92D4-50B2-4A59-AD31-D5EC5BBF2F65.svs,1344.86,87e7cf96-5ab5-4f26-b839-25cd31607c9c/TCGA-A2-A3XU-01Z-00-DX1.174A92D4-50B2-4A59-AD31-D5EC5BBF2F65.svs,87e7cf96-5ab5-4f26-b839-25cd31607c9c,TCGA-A2-A3XU-01Z-00-DX1,TCGA-A2-A3XU,TCGA-A2-A3XU-01Z,01,DX,1
TCGA-A2-A3XX-DX1,TCGA-A2-A3XX,DX1,DX,1,TCGA-A2-A3XX-DX-1,dc23cc0b-fd4b-4b2d-a30e-bf8e9e2e4ddd,TCGA-A2-A3XX-01Z-00-DX1.03C6D70F-2833-4E97-91B7-DE70CD083D92.svs,986.82,dc23cc0b-fd4b-4b2d-a30e-bf8e9e2e4ddd/TCGA-A2-A3XX-01Z-00-DX1.03C6D70F-2833-4E97-91B7-DE70CD083D92.svs,dc23cc0b-fd4b-4b2d-a30e-bf8e9e2e4ddd,TCGA-A2-A3XX-01Z-00-DX1,TCGA-A2-A3XX,TCGA-A2-A3XX-01Z,01,DX,1
TCGA-A2-A3XY-DX1,TCGA-A2-A3XY,DX1,DX,1,TCGA-A2-A3XY-DX-1,45b31b73-adeb-4793-837f-8a9f957cffad,TCGA-A2-A3XY-01Z-00-DX1.E57FC9BF-411E-4028-AC10-8BCA5D0C8472.svs,881.88,45b31b73-adeb-4793-837f-8a9f957cffad/TCGA-A2-A3XY-01Z-00-DX1.E57FC9BF-411E-4028-AC10-8BCA5D0C8472.svs,45b31b73-adeb-4793-837f-8a9f957cffad,TCGA-A2-A3XY-01Z-00-DX1,TCGA-A2-A3XY,TCGA-A2-A3XY-01Z,01,DX,1
TCGA-A7-A0CE-DX1,TCGA-A7-A0CE,DX1,DX,1,TCGA-A7-A0CE-DX-1,2febbec8-5f9c-4a04-91b5-1b8baaf9c9a1,TCGA-A7-A0CE-01Z-00-DX1.E67322FB-ED25-4B85-B3B0-2B8BD277BB4A.svs,1161.6,2febbec8-5f9c-4a04-91b5-1b8baaf9c9a1/TCGA-A7-A0CE-01Z-00-DX1.E67322FB-ED25-4B85-B3B0-2B8BD277BB4A.svs,2febbec8-5f9c-4a04-91b5-1b8baaf9c9a1,TCGA-A7-A0CE-01Z-00-DX1,TCGA-A7-A0CE,TCGA-A7-A0CE-01Z,01,DX,1
TCGA-A7-A0DA-DX1,TCGA-A7-A0DA,DX1,DX,1,TCGA-A7-A0DA-DX-1,0c3f3ba3-7da4-4b1e-9bb9-2c58436b0d44,TCGA-A7-A0DA-01Z-00-DX1.5F087009-16E9-4A07-BA24-62340E108B17.svs,671.12,0c3f3ba3-7da4-4b1e-9bb9-2c58436b0d44/TCGA-A7-A0DA-01Z-00-DX1.5F087009-16E9-4A07-BA24-62340E108B17.svs,0c3f3ba3-7da4-4b1e-9bb9-2c58436b0d44,TCGA-A7-A0DA-01Z-00-DX1,TCGA-A7-A0DA,TCGA-A7-A0DA-01Z,01,DX,1
TCGA-A7-A26I-DX1,TCGA-A7-A26I,DX1,DX,1,TCGA-A7-A26I-DX-1,f4c82dfb-bcb5-42d4-968c-6185ef7fd0b0,TCGA-A7-A26I-01Z-00-DX1.0077D012-BC14-4E96-84F7-A1A6A3A778DF.svs,301.5,f4c82dfb-bcb5-42d4-968c-6185ef7fd0b0/TCGA-A7-A26I-01Z-00-DX1.0077D012-BC14-4E96-84F7-A1A6A3A778DF.svs,f4c82dfb-bcb5-42d4-968c-6185ef7fd0b0,TCGA-A7-A26I-01Z-00-DX1,TCGA-A7-A26I,TCGA-A7-A26I-01Z,01,DX,1
TCGA-A7-A4SD-DX1,TCGA-A7-A4SD,DX1,DX,1,TCGA-A7-A4SD-DX-1,d93f9856-6d0e-4e03-bef8-3e47a19bd839,TCGA-A7-A4SD-01Z-00-DX1.677152B3-17B2-42DB-AEEC-C9509ACCE831.svs,456.35,d93f9856-6d0e-4e03-bef8-3e47a19bd839/TCGA-A7-A4SD-01Z-00-DX1.677152B3-17B2-42DB-AEEC-C9509ACCE831.svs,d93f9856-6d0e-4e03-bef8-3e47a19bd839,TCGA-A7-A4SD-01Z-00-DX1,TCGA-A7-A4SD,TCGA-A7-A4SD-01Z,01,DX,1
TCGA-A7-A4SE-DX1,TCGA-A7-A4SE,DX1,DX,1,TCGA-A7-A4SE-DX-1,1d5164fc-1ee7-42b3-906f-20465385eb7b,TCGA-A7-A4SE-01Z-00-DX1.16BC8401-E40E-4A1A-9BD9-12735C9AE3F6.svs,454.01,1d5164fc-1ee7-42b3-906f-20465385eb7b/TCGA-A7-A4SE-01Z-00-DX1.16BC8401-E40E-4A1A-9BD9-12735C9AE3F6.svs,1d5164fc-1ee7-42b3-906f-20465385eb7b,TCGA-A7-A4SE-01Z-00-DX1,TCGA-A7-A4SE,TCGA-A7-A4SE-01Z,01,DX,1
TCGA-A7-A6VV-DX1,TCGA-A7-A6VV,DX1,DX,1,TCGA-A7-A6VV-DX-1,4d69d2e0-aca4-4063-ae33-a19d213d8fa1,TCGA-A7-A6VV-01Z-00-DX1.07AE0E16-A883-4C86-BC74-4E13081175F2.svs,338.04,4d69d2e0-aca4-4063-ae33-a19d213d8fa1/TCGA-A7-A6VV-01Z-00-DX1.07AE0E16-A883-4C86-BC74-4E13081175F2.svs,4d69d2e0-aca4-4063-ae33-a19d213d8fa1,TCGA-A7-A6VV-01Z-00-DX1,TCGA-A7-A6VV,TCGA-A7-A6VV-01Z,01,DX,1
TCGA-A7-A6VW-DX1,TCGA-A7-A6VW,DX1,DX,1,TCGA-A7-A6VW-DX-1,489fe1a1-3b63-417f-883f-a8db190c7c78,TCGA-A7-A6VW-01Z-00-DX1.1BC4790C-DB45-4A3D-9C97-92C92C03FF60.svs,423.58,489fe1a1-3b63-417f-883f-a8db190c7c78/TCGA-A7-A6VW-01Z-00-DX1.1BC4790C-DB45-4A3D-9C97-92C92C03FF60.svs,489fe1a1-3b63-417f-883f-a8db190c7c78,TCGA-A7-A6VW-01Z-00-DX1,TCGA-A7-A6VW,TCGA-A7-A6VW-01Z,01,DX,1
TCGA-A7-A6VY-DX1,TCGA-A7-A6VY,DX1,DX,1,TCGA-A7-A6VY-DX-1,762388c4-b240-467a-bc17-d2f60972f9bf,TCGA-A7-A6VY-01Z-00-DX1.38D4EBD7-40B0-4EE3-960A-1F00E8F83ADB.svs,243.86,762388c4-b240-467a-bc17-d2f60972f9bf/TCGA-A7-A6VY-01Z-00-DX1.38D4EBD7-40B0-4EE3-960A-1F00E8F83ADB.svs,762388c4-b240-467a-bc17-d2f60972f9bf,TCGA-A7-A6VY-01Z-00-DX1,TCGA-A7-A6VY,TCGA-A7-A6VY-01Z,01,DX,1
TCGA-AC-A2BK-DX1,TCGA-AC-A2BK,DX1,DX,1,TCGA-AC-A2BK-DX-1,b75945dc-466b-439e-8edb-0ac9bfcbf873,TCGA-AC-A2BK-01Z-00-DX1.A3A1F275-9CDC-48BA-BB81-BCA6F02ACA94.svs,233.25,b75945dc-466b-439e-8edb-0ac9bfcbf873/TCGA-AC-A2BK-01Z-00-DX1.A3A1F275-9CDC-48BA-BB81-BCA6F02ACA94.svs,b75945dc-466b-439e-8edb-0ac9bfcbf873,TCGA-AC-A2BK-01Z-00-DX1,TCGA-AC-A2BK,TCGA-AC-A2BK-01Z,01,DX,1
TCGA-AC-A6IW-DX1,TCGA-AC-A6IW,DX1,DX,1,TCGA-AC-A6IW-DX-1,24c1a3c2-cef7-48a3-9d76-3ded34894107,TCGA-AC-A6IW-01Z-00-DX1.C4514189-E64F-4603-8970-230FA2BB77FC.svs,117.76,24c1a3c2-cef7-48a3-9d76-3ded34894107/TCGA-AC-A6IW-01Z-00-DX1.C4514189-E64F-4603-8970-230FA2BB77FC.svs,24c1a3c2-cef7-48a3-9d76-3ded34894107,TCGA-AC-A6IW-01Z-00-DX1,TCGA-AC-A6IW,TCGA-AC-A6IW-01Z,01,DX,1
TCGA-AN-A0AL-DX1,TCGA-AN-A0AL,DX1,DX,1,TCGA-AN-A0AL-DX-1,471a120c-a28e-4e29-b53a-4dc7e3b7c33d,TCGA-AN-A0AL-01Z-00-DX1.D9E446A3-175F-4242-AFC1-78FFE3FC9AC4.svs,1244.07,471a120c-a28e-4e29-b53a-4dc7e3b7c33d/TCGA-AN-A0AL-01Z-00-DX1.D9E446A3-175F-4242-AFC1-78FFE3FC9AC4.svs,471a120c-a28e-4e29-b53a-4dc7e3b7c33d,TCGA-AN-A0AL-01Z-00-DX1,TCGA-AN-A0AL,TCGA-AN-A0AL-01Z,01,DX,1
TCGA-AN-A0AR-DX1,TCGA-AN-A0AR,DX1,DX,1,TCGA-AN-A0AR-DX-1,eb11b68f-3c11-466f-963b-a09f10047b7a,TCGA-AN-A0AR-01Z-00-DX1.0CF1267E-C61B-4928-875E-59032F838F07.svs,1047.6,eb11b68f-3c11-466f-963b-a09f10047b7a/TCGA-AN-A0AR-01Z-00-DX1.0CF1267E-C61B-4928-875E-59032F838F07.svs,eb11b68f-3c11-466f-963b-a09f10047b7a,TCGA-AN-A0AR-01Z-00-DX1,TCGA-AN-A0AR,TCGA-AN-A0AR-01Z,01,DX,1
TCGA-AN-A0AT-DX1,TCGA-AN-A0AT,DX1,DX,1,TCGA-AN-A0AT-DX-1,fc73a031-4820-4e2b-a481-deef427a2206,TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD.svs,1098.77,fc73a031-4820-4e2b-a481-deef427a2206/TCGA-AN-A0AT-01Z-00-DX1.DFD68CD2-C25E-47BE-BC06-8CE3C657B9FD.svs,fc73a031-4820-4e2b-a481-deef427a2206,TCGA-AN-A0AT-01Z-00-DX1,TCGA-AN-A0AT,TCGA-AN-A0AT-01Z,01,DX,1
TCGA-AN-A0G0-DX1,TCGA-AN-A0G0,DX1,DX,1,TCGA-AN-A0G0-DX-1,becdc638-0733-45f8-8ebc-41a607c42304,TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F.svs,364.82,becdc638-0733-45f8-8ebc-41a607c42304/TCGA-AN-A0G0-01Z-00-DX1.BE0BB5DF-DEDA-48D8-B5D8-2735C767F28F.svs,becdc638-0733-45f8-8ebc-41a607c42304,TCGA-AN-A0G0-01Z-00-DX1,TCGA-AN-A0G0,TCGA-AN-A0G0-01Z,01,DX,1
TCGA-AN-A0XU-DX1,TCGA-AN-A0XU,DX1,DX,1,TCGA-AN-A0XU-DX-1,d506d590-05fe-4d0c-ae8e-2e4ba54923af,TCGA-AN-A0XU-01Z-00-DX1.6B0DD0FF-A20D-4BA2-8D48-FC357BA5313F.svs,558.92,d506d590-05fe-4d0c-ae8e-2e4ba54923af/TCGA-AN-A0XU-01Z-00-DX1.6B0DD0FF-A20D-4BA2-8D48-FC357BA5313F.svs,d506d590-05fe-4d0c-ae8e-2e4ba54923af,TCGA-AN-A0XU-01Z-00-DX1,TCGA-AN-A0XU,TCGA-AN-A0XU-01Z,01,DX,1
TCGA-AO-A0J2-DX1,TCGA-AO-A0J2,DX1,DX,1,TCGA-AO-A0J2-DX-1,ab551a99-b3c7-4df9-a8e1-e36069d2b0dd,TCGA-AO-A0J2-01Z-00-DX1.7C9FEC7B-6040-4C58-9563-D10C0D7AC72E.svs,204.73,ab551a99-b3c7-4df9-a8e1-e36069d2b0dd/TCGA-AO-A0J2-01Z-00-DX1.7C9FEC7B-6040-4C58-9563-D10C0D7AC72E.svs,ab551a99-b3c7-4df9-a8e1-e36069d2b0dd,TCGA-AO-A0J2-01Z-00-DX1,TCGA-AO-A0J2,TCGA-AO-A0J2-01Z,01,DX,1
TCGA-AO-A0J4-DX1,TCGA-AO-A0J4,DX1,DX,1,TCGA-AO-A0J4-DX-1,792cab5a-a944-4a87-9f68-364845db8c45,TCGA-AO-A0J4-01Z-00-DX1.2EFC978E-8DF5-4254-9598-C0910B17C5C8.svs,538.42,792cab5a-a944-4a87-9f68-364845db8c45/TCGA-AO-A0J4-01Z-00-DX1.2EFC978E-8DF5-4254-9598-C0910B17C5C8.svs,792cab5a-a944-4a87-9f68-364845db8c45,TCGA-AO-A0J4-01Z-00-DX1,TCGA-AO-A0J4,TCGA-AO-A0J4-01Z,01,DX,1
TCGA-AO-A0J6-DX1,TCGA-AO-A0J6,DX1,DX,1,TCGA-AO-A0J6-DX-1,c4905820-3617-43de-b4f4-737d75d792d2,TCGA-AO-A0J6-01Z-00-DX1.D0C003CE-E112-4375-953D-78404C9D62DA.svs,1043.61,c4905820-3617-43de-b4f4-737d75d792d2/TCGA-AO-A0J6-01Z-00-DX1.D0C003CE-E112-4375-953D-78404C9D62DA.svs,c4905820-3617-43de-b4f4-737d75d792d2,TCGA-AO-A0J6-01Z-00-DX1,TCGA-AO-A0J6,TCGA-AO-A0J6-01Z,01,DX,1
TCGA-AO-A124-DX1,TCGA-AO-A124,DX1,DX,1,TCGA-AO-A124-DX-1,127398d0-9372-431e-92bf-fd5589fca3f2,TCGA-AO-A124-01Z-00-DX1.E3C7B017-6154-4630-9BDE-0CAC946D0209.svs,439.35,127398d0-9372-431e-92bf-fd5589fca3f2/TCGA-AO-A124-01Z-00-DX1.E3C7B017-6154-4630-9BDE-0CAC946D0209.svs,127398d0-9372-431e-92bf-fd5589fca3f2,TCGA-AO-A124-01Z-00-DX1,TCGA-AO-A124,TCGA-AO-A124-01Z,01,DX,1
TCGA-AO-A129-DX1,TCGA-AO-A129,DX1,DX,1,TCGA-AO-A129-DX-1,58debf6e-1fde-435b-b990-286ec6aadbfa,TCGA-AO-A129-01Z-00-DX1.BF485416-BF57-4F39-866B-4B1E201876FA.svs,809.94,58debf6e-1fde-435b-b990-286ec6aadbfa/TCGA-AO-A129-01Z-00-DX1.BF485416-BF57-4F39-866B-4B1E201876FA.svs,58debf6e-1fde-435b-b990-286ec6aadbfa,TCGA-AO-A129-01Z-00-DX1,TCGA-AO-A129,TCGA-AO-A129-01Z,01,DX,1
TCGA-AO-A12F-DX1,TCGA-AO-A12F,DX1,DX,1,TCGA-AO-A12F-DX-1,60439acf-de72-4e52-921e-d5fb6f73cf66,TCGA-AO-A12F-01Z-00-DX1.847C8E4F-3F37-4B1D-8E6E-ACD14391AD89.svs,1253.26,60439acf-de72-4e52-921e-d5fb6f73cf66/TCGA-AO-A12F-01Z-00-DX1.847C8E4F-3F37-4B1D-8E6E-ACD14391AD89.svs,60439acf-de72-4e52-921e-d5fb6f73cf66,TCGA-AO-A12F-01Z-00-DX1,TCGA-AO-A12F,TCGA-AO-A12F-01Z,01,DX,1
TCGA-AO-A1KR-DX1,TCGA-AO-A1KR,DX1,DX,1,TCGA-AO-A1KR-DX-1,147ed357-9e92-44fb-8b01-312e148cd525,TCGA-AO-A1KR-01Z-00-DX1.BFB2E69B-E23C-4542-9CBF-EDD040B985AC.svs,657.23,147ed357-9e92-44fb-8b01-312e148cd525/TCGA-AO-A1KR-01Z-00-DX1.BFB2E69B-E23C-4542-9CBF-EDD040B985AC.svs,147ed357-9e92-44fb-8b01-312e148cd525,TCGA-AO-A1KR-01Z-00-DX1,TCGA-AO-A1KR,TCGA-AO-A1KR-01Z,01,DX,1
TCGA-AQ-A04J-DX1,TCGA-AQ-A04J,DX1,DX,1,TCGA-AQ-A04J-DX-1,bf69d525-0c0e-409d-a574-f23549c5c130,TCGA-AQ-A04J-01Z-00-DX1.6A4E16D4-2696-4E5F-BCA8-708556FC3A8C.svs,988.91,bf69d525-0c0e-409d-a574-f23549c5c130/TCGA-AQ-A04J-01Z-00-DX1.6A4E16D4-2696-4E5F-BCA8-708556FC3A8C.svs,bf69d525-0c0e-409d-a574-f23549c5c130,TCGA-AQ-A04J-01Z-00-DX1,TCGA-AQ-A04J,TCGA-AQ-A04J-01Z,01,DX,1
TCGA-AQ-A54N-DX1,TCGA-AQ-A54N,DX1,DX,1,TCGA-AQ-A54N-DX-1,6a2dd5e8-75f8-4fc6-be5b-184443740f36,TCGA-AQ-A54N-01Z-00-DX1.E53271E9-AFD2-4071-9B1E-CD05F63B8136.svs,723.47,6a2dd5e8-75f8-4fc6-be5b-184443740f36/TCGA-AQ-A54N-01Z-00-DX1.E53271E9-AFD2-4071-9B1E-CD05F63B8136.svs,6a2dd5e8-75f8-4fc6-be5b-184443740f36,TCGA-AQ-A54N-01Z-00-DX1,TCGA-AQ-A54N,TCGA-AQ-A54N-01Z,01,DX,1
TCGA-AR-A0TS-DX1,TCGA-AR-A0TS,DX1,DX,1,TCGA-AR-A0TS-DX-1,de7f94cb-e730-464b-8012-c2600c5e6510,TCGA-AR-A0TS-01Z-00-DX1.2DB81A2E-16C1-4EE0-8175-65FA46768277.svs,2288.58,de7f94cb-e730-464b-8012-c2600c5e6510/TCGA-AR-A0TS-01Z-00-DX1.2DB81A2E-16C1-4EE0-8175-65FA46768277.svs,de7f94cb-e730-464b-8012-c2600c5e6510,TCGA-AR-A0TS-01Z-00-DX1,TCGA-AR-A0TS,TCGA-AR-A0TS-01Z,01,DX,1
TCGA-AR-A0TU-DX1,TCGA-AR-A0TU,DX1,DX,1,TCGA-AR-A0TU-DX-1,ca1f5e9c-2943-4cfd-829b-ad7713f49fa0,TCGA-AR-A0TU-01Z-00-DX1.2CBBDDAB-C1DD-4205-A555-431542F9C069.svs,1612.65,ca1f5e9c-2943-4cfd-829b-ad7713f49fa0/TCGA-AR-A0TU-01Z-00-DX1.2CBBDDAB-C1DD-4205-A555-431542F9C069.svs,ca1f5e9c-2943-4cfd-829b-ad7713f49fa0,TCGA-AR-A0TU-01Z-00-DX1,TCGA-AR-A0TU,TCGA-AR-A0TU-01Z,01,DX,1
